"","datadate","gvkey","viol","Year","Month","Day","Date","gvkey.1","datadate.1","Year.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","datacqtr.1","gvkey.2","cikSEC","nameSEC"
"524",3312006,7066,1,2006,3,31,"31.03.2006",7066,"31.03.2006",2006,2005,4,"INDL","C","D","STD","USD","2006Q1","2005Q4",187.999,519.971,28.997,7.909,4.626,233.634,143.98,434.552,3.009,298.625,377.616,85.419,0,0,36.378,0.539,"I",0,0,8.25,"2004Q1",7066,62737,"MARSH SUPERMARKETS INC"
"525",6302006,7092,1,2006,6,30,"30.06.2006",7092,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",37.276,68.758,14.423,71.527,1.034,0.549,19.892,24.984,-2.592,6.015,15.916,43.774,0,-1.159,1.912,NA,"A",0,0,2.61,"2004Q1",7092,749038,"CONCURRENT COMPUTER CORP/DE"
"526",2282005,7107,1,2005,2,28,"28.02.2005",7107,"28.02.2005",2005,2004,4,"INDL","C","D","STD","USD","2005Q1","2004Q4",87.1,169.227,1.774,14.639,0,1.1,42.412,52.985,NA,74.56,63.937,116.242,0,0,5.117,0,"I",0,0,15.45,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"527",2282006,7107,1,2006,2,28,"28.02.2006",7107,"28.02.2006",2006,2005,4,"INDL","C","D","STD","USD","2006Q1","2005Q4",96.601,174.568,13.6,14.724,0,0,42.948,52.696,3.155,73.138,64.375,121.872,0,0,8.449,0,"I",0,0,13.01,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"528",2292004,7107,1,2004,2,29,"29.02.2004",7107,"29.02.2004",2004,2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",114.3,204.609,36.84,14.243,36.944,7,76.425,92.976,5.354,81.747,63.296,111.633,0,0.568,4.519,0,"I",0,0,11.38,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"529",5312005,7107,1,2005,5,31,"31.05.2005",7107,"31.05.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q2","2005Q1",94.472,172.788,1.125,14.641,0,0,44.333,53.696,9.185,72.67,73.428,119.092,0,0,1.25,0,"I",0,0,12.2,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"530",8312004,7107,1,2004,8,31,"31.08.2004",7107,"31.08.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q3","2004Q2",81.303,167.942,2.665,14.333,0,8.168,38.655,56.229,NA,78.032,62.208,111.713,0,0,2.506,0,"I",0,0,12.82,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"531",8312005,7107,1,2005,8,31,"31.08.2005",7107,"31.08.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q3","2005Q2",97.007,172.496,6.574,14.671,0,0,42.851,52.179,6.745,70.955,73.975,120.317,0,0,3.165,0,"I",0,0,15.21,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"532",11302005,7107,1,2005,11,30,"30.11.2005",7107,"30.11.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q4","2005Q3",100.663,178.093,13.228,14.683,0,0,46.653,55.725,6.518,71.374,74.836,122.368,0,0,6.507,0,"I",0,0,14.51,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"533",11302006,7107,1,2006,11,30,"30.11.2006",7107,"30.11.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q4","2006Q3",110.835,190.31,8.649,14.612,0,0,55.428,64.783,1.644,75.014,60.653,125.527,0,0,10.579,2.229,"I",0,0,12.06,"2004Q1",7107,755003,"MATERIAL SCIENCES CORP"
"534",9302005,7117,1,2005,9,30,"30.09.2005",7117,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",44.918,175.948,3.482,7.232,1.119,15.461,35.308,92.403,NA,93.848,44.067,83.032,NA,0,11.25,0,"A",0,0,30.03,"2004Q1",7117,63330,"MAUI LAND & PINEAPPLE CO INC"
"535",3312005,7123,1,2005,3,31,"31.03.2005",7123,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",1197.353,2038.301,479.845,253.129,72.469,363.963,1047.571,1476.982,37.858,338.252,1069.601,561.319,0,0,25.816,0,"I",0,0,5.32,"2004Q1",7123,711039,"MAXTOR CORP"
"536",12312004,7123,1,2004,12,31,"31.12.2004",7123,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",1238.707,2107.741,516.637,250.168,82.561,382.57,1081.877,1531.142,7.125,347.934,1031.182,576.599,0,0,171.579,0,"I",0,0,5.3,"2004Q1",7123,711039,"MAXTOR CORP"
"537",4302006,7132,1,2006,4,30,"30.04.2006",7132,"30.04.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q1","2006Q2",6.802,72.966,3.122,2.552,2.729,43.786,15.618,59.404,2.514,53.162,42.782,13.562,0,0,2.326,0,"I",0,0,10.3,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"538",7312005,7132,1,2005,7,31,"31.07.2005",7132,"31.07.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q2","2005Q3",7.143,73.089,3.035,2.547,4.227,42.291,17.444,59.735,1.675,55.425,42.812,13.354,0,0,7.622,0,"I",0,0,14.25,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"539",7312007,7132,1,2007,7,31,"31.07.2007",7132,"31.07.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q2","2007Q3",6.295,74.024,2.182,2.554,2.796,43.278,17.832,61.11,0.754,51.571,39.201,12.914,0,0,5.229,0,"I",0,0,8.16,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"540",10312004,7132,1,2004,10,31,"31.10.2004",7132,"31.10.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q3","2004Q4",6.43,71.107,2.188,2.507,4.16,27.59,15.998,57.051,1.858,55.35,45.565,14.056,0,0,19.444,0.021,"I",0,0,13.35,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"541",10312005,7132,1,2005,10,31,"31.10.2005",7132,"31.10.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",6.7,73.857,2.911,2.547,4.227,27.625,18.732,60.55,1.737,55.607,40.597,13.307,0,0,9.967,0,"I",0,0,12.2,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"542",10312006,7132,1,2006,10,31,"31.10.2006",7132,"31.10.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q3","2006Q4",7.573,72.355,2.491,2.552,2.73,28.969,16.256,59.321,1.861,50.809,39.245,13.034,0,0,5.524,0,"I",0,0,8.15,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"543",10312007,7132,1,2007,10,31,"31.10.2007",7132,"31.10.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q3","2007Q4",8.563,78.56,2.466,2.554,2.915,27.533,21.709,68.873,-0.039,55.017,38.997,9.687,0,0,9.409,0,"I",0,0,3.57,"2004Q1",7132,706471,"MAX & ERMAS RESTAURANTS INC"
"544",9302007,7203,1,2007,9,30,"30.09.2007",7203,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",209.792,2490.482,9.938,22.608,0,938,135.818,1612.71,40.993,490.986,217.307,877.772,291.049,1.954,55.128,48.716,"I",0.23,0.23,27.51,"2004Q1",7203,216539,"MEDIA GENERAL INC"
"545",12312007,7203,1,2007,12,31,"31.12.2007",7203,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",273.726,2471.066,14.215,22.612,0,897.572,137.316,1558.059,51.337,483.879,234.99,913.007,311.588,2.525,78.142,48.716,"I",0.23,0.23,21.25,"2004Q1",7203,216539,"MEDIA GENERAL INC"
"546",6302006,7250,1,2006,6,30,"30.06.2006",7250,"30.06.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q2","2006Q1",721.692,789.959,578.449,41.482,9.5,150,246.456,416.099,23.969,36.107,79.437,373.86,0,0,1.289,84,"I",0.18,0.18,43.5,"2004Q1",7250,64892,"MENTOR CORP /MN/"
"547",3312006,7268,1,2006,3,31,"31.03.2006",7268,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",15.643,34.19,4.802,3.157,2.608,0.298,6.38,6.835,NA,13.934,6.231,27.355,0.14,0,0.552,0,"I",0,0,9.63,"2004Q1",7268,706864,"MERRIMAC INDUSTRIES INC"
"548",3312007,7268,1,2007,3,31,"31.03.2007",7268,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",13.362,30.793,3.702,2.909,0.622,4.413,3.299,7.756,-0.433,12.862,4.511,23.037,0,0,0.499,2.147,"I",0,0,9.6,"2004Q1",7268,706864,"MERRIMAC INDUSTRIES INC"
"549",6302006,7268,1,2006,6,30,"30.06.2006",7268,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",14.123,34.07,3.383,3.147,0.856,1.842,3.69,5.703,NA,13.618,5.553,28.367,0.14,0,0.979,0,"I",0,0,9.85,"2004Q1",7268,706864,"MERRIMAC INDUSTRIES INC"
"550",6302007,7268,1,2007,6,30,"30.06.2007",7268,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",13.661,28.1,2.817,3.279,0.621,4.277,3.787,8.114,0.642,12.738,5.371,19.986,0,0,0.927,2.148,"I",0,0,9.86,"2004Q1",7268,706864,"MERRIMAC INDUSTRIES INC"
"551",12312007,7268,1,2007,12,31,"31.12.2007",7268,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",13.782,25.572,2.004,2.926,0.55,3.763,3.874,7.698,0.325,10.956,5.392,17.874,0,0,1.546,2.148,"I",0,0,9.93,"2004Q1",7268,706864,"MERRIMAC INDUSTRIES INC"
"552",3312007,7336,1,2007,3,31,"31.03.2007",7336,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1.024,2.395,0.053,32.786,0.257,0.001,0.982,0.998,-0.209,0.034,0.943,1.397,0,0,0,0,"I",0,0,0.08,"2004Q1",7336,754813,"ION NETWORKS INC"
"553",6302006,7336,1,2006,6,30,"30.06.2006",7336,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",1.412,2.54,0.058,32.786,0.002,0.103,0.668,0.787,-0.09,0.026,1.113,1.753,0,0,0.004,0,"I",0,0,0.11,"2004Q1",7336,754813,"ION NETWORKS INC"
"554",6302007,7336,1,2007,6,30,"30.06.2007",7336,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",0.767,2.198,0.011,32.786,0.276,0.001,1.084,1.101,-0.327,0.028,0.636,1.097,0,0,0,0,"I",0,0,0.05,"2004Q1",7336,754813,"ION NETWORKS INC"
"555",9302006,7336,1,2006,9,30,"30.09.2006",7336,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",1.117,2.314,0.061,32.786,0.202,0.003,0.837,0.855,-0.3,0.033,0.873,1.459,0,0,0.016,0,"I",0,0,0.069,"2004Q1",7336,754813,"ION NETWORKS INC"
"556",12312006,7336,1,2006,12,31,"31.12.2006",7336,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1.29,2.589,0.266,32.786,0.288,0.002,1,1.018,-0.377,0.04,0.763,1.571,0,0,0.027,NA,"I",0,0,0.1,"2004Q1",7336,754813,"ION NETWORKS INC"
"557",9302004,7448,1,2004,9,30,"30.09.2004",7448,"30.09.2004",2004,2005,1,"INDL","C","D","STD","USD","2004Q3","2005Q1",133.91,343.573,11.622,24.25,162.08,0,197.445,472.673,14.839,55.288,85.179,-129.1,17.323,0,1.539,0,"I",0,0,0.075,"2004Q3",7448,66895,"MISSISSIPPI CHEMICAL CORP /MS/"
"558",12312007,7486,1,2007,12,31,"31.12.2007",7486,"31.12.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q4","2007Q3",573.384,1223.807,58.806,32.201,11.648,232.825,364.637,715.498,NA,536.001,281.18,508.309,21.832,0,58.112,7.396,"A",0.175,0.175,16.51,"2004Q1",7486,67347,"MODINE MANUFACTURING CO"
"559",3312005,7526,1,2005,3,31,"31.03.2005",7526,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",63.178,110.256,43.893,31.962,0.608,8.926,27.002,37.584,3.69,19.479,22.666,72.672,0,0,0.254,NA,"A",0,0,3.91,"2004Q1",7526,353569,"QUIDEL CORP /DE/"
"560",2282005,7575,1,2005,2,28,"28.02.2005",7575,"28.02.2005",2005,2004,4,"INDL","C","D","STD","USD","2005Q1","2004Q4",5.223,48.79,3.654,2.718,43.695,0.368,51.271,53.364,2.235,31.607,23.636,-4.574,0,0,2.141,0,"I",0,0,0.9,"2004Q1",7575,68145,"MORGANS FOODS INC"
"561",2292004,7575,1,2004,2,29,"29.02.2004",7575,"29.02.2004",2004,2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",5.792,52.672,4.653,2.718,2.801,43.749,9.791,55.388,1.412,33.891,22.865,-2.716,0,0,1.17,0,"I",0,0,2,"2004Q1",7575,68145,"MORGANS FOODS INC"
"562",5312005,7575,1,2005,5,31,"31.05.2005",7575,"31.05.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q2","2005Q1",7.134,50.382,5.547,2.718,43.265,0.365,51.687,53.699,2.729,31.35,20.76,-3.317,0,0,0.465,0,"I",0,0,1.65,"2004Q1",7575,68145,"MORGANS FOODS INC"
"563",8312004,7575,1,2004,8,31,"31.08.2004",7575,"31.08.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q3","2004Q2",5.591,51.056,4.049,2.718,2.86,42.216,10.722,54.52,1.898,32.602,19.791,-3.464,0,0,0.492,0,"I",0,0,0.86,"2004Q1",7575,68145,"MORGANS FOODS INC"
"564",8312005,7575,1,2005,8,31,"31.08.2005",7575,"31.08.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q3","2005Q2",7.706,50.765,6.42,2.718,3.157,40.111,11.424,52.998,2.659,31.223,21.558,-2.233,0,0,0.811,0,"I",0,0,4.65,"2004Q1",7575,68145,"MORGANS FOODS INC"
"565",6302006,7636,1,2006,6,30,"30.06.2006",7636,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",302.608,669.571,27.623,34.992,3.658,232.323,124.696,406.364,23.178,190.017,194.156,263.207,36.678,0,7.119,0,"A",0.05,0.05,17.19,"2004Q1",7636,69488,"MYERS INDUSTRIES INC"
"566",3312004,7668,1,2004,3,31,"31.03.2004",7668,"31.03.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q1","2004Q2",334.644,1128.719,136.046,15.968,408.405,208.449,530.354,909.065,25.592,643.931,243.356,219.654,64.854,0,16.76,0,"I",0.13,0.13,16.91,"2004Q1",7668,1105192,"NUI CORP /NJ/"
"567",6302004,7668,1,2004,6,30,"30.06.2004",7668,"30.06.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q2","2004Q3",279.44,1076.424,111.426,15.969,406.593,208.262,492.542,869.354,3.609,646.905,98.944,207.07,60.63,0,27.273,0,"I",0,0,14.6,"2004Q1",7668,1105192,"NUI CORP /NJ/"
"568",3312005,7672,1,2005,3,31,"31.03.2005",7672,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",3532,13821,2305,87.148,580,7912,4736,17094,-164,8215,2798,-3273,0,0,50,0,"I",0,0,6.69,"2004Q1",7672,1058033,"NORTHWEST AIRLINES CORP"
"569",9302004,7672,1,2004,9,30,"30.09.2004",7672,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",3912,14450,2677,86.533,594,7944,4343,16616,205,8203,3052,-2166,149,0,434,0,"I",0,0,8.21,"2004Q1",7672,1058033,"NORTHWEST AIRLINES CORP"
"570",3312006,7685,1,2006,3,31,"31.03.2006",7685,"31.03.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",47.352,66.369,0.988,13.3,0,3.7,10.3,17.95,2.615,9.186,17.085,48.419,1.707,0,1.461,0,"A",0,0,16.59,"2004Q1",7685,69633,"NAPCO SECURITY SYSTEMS INC"
"571",6302004,7685,1,2004,6,30,"30.06.2004",7685,"30.06.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q2","2004Q4",37.84,56.672,0.796,7.086,1.9,6.4,8.848,18.768,4.188,8.987,18.887,37.904,1.277,0,0.681,0,"A",0,0,7.44,"2004Q1",7685,69633,"NAPCO SECURITY SYSTEMS INC"
"572",6302005,7685,1,2005,6,30,"30.06.2005",7685,"30.06.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q2","2005Q4",41.474,59.907,1.178,8.655,0,1.95,10.457,16.229,5.198,8.533,20.027,43.678,1.579,0,0.658,0,"A",0,0,10.15,"2004Q1",7685,69633,"NAPCO SECURITY SYSTEMS INC"
"573",3312004,7692,1,2004,3,31,"31.03.2004",7692,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",63.155,151.604,0.812,5.98,3.65,28.06,33.885,88.967,3.932,39.751,71.232,62.637,0,0,0.818,0,"I",0,0,8.58,"2004Q1",7692,69680,"NASHUA CORP"
"574",3312005,7692,1,2005,3,31,"31.03.2005",7692,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",66.853,153.283,1.293,6.22,4.11,28.35,35.928,88.905,1.451,39.358,67.646,64.378,0,0,1.478,0,"I",0,0,8.69,"2004Q1",7692,69680,"NASHUA CORP"
"575",6302005,7692,1,2005,6,30,"30.06.2005",7692,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",67.293,154.662,0.753,6.221,4.177,25.828,38.023,88.876,3.138,40.054,67.308,65.786,0,0.435,2.703,0,"I",0,0,9.45,"2004Q1",7692,69680,"NASHUA CORP"
"576",6302007,7750,1,2007,6,30,"30.06.2007",7750,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",2608,8253,714,473.442,22,4764,1843,8104,148,4354,2002,149,82,0,258,0,"A",0,0,6.51,"2004Q1",7750,70318,"TENET HEALTHCARE CORP"
"577",9302007,7750,1,2007,9,30,"30.09.2007",7750,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",2593,8235,689,474.093,1,4766,1873,8134,156,4403,2041,101,99,0,429,0,"A",0,0,3.36,"2004Q1",7750,70318,"TENET HEALTHCARE CORP"
"578",12312007,7750,1,2007,12,31,"31.12.2007",7750,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",2560,8393,592,474.379,1,4771,2048,8339,149,4645,2077,54,119,36,729,0,"A",0,0,5.08,"2004Q1",7750,70318,"TENET HEALTHCARE CORP"
"579",1312007,7781,1,2007,1,31,"31.01.2007",7781,"31.01.2007",2007,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",30.661,74.839,3.221,8.717,3.285,19.238,15.574,40.81,3.11,35.434,29.275,33.779,5.052,3.055,6.028,3.893,"I",0,0,6.02,"2004Q1",7781,110536,"NATIONAL TECHNICAL SYSTEMS INC /CA/"
"580",12312007,7817,1,2007,12,31,"31.12.2007",7817,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",7.118,25.046,3.135,28.954,0,15.014,4.077,22.106,-0.538,0.487,2.714,2.94,0,0,0.114,0,"I",0,0,0.46,"2004Q1",7817,720851,"NESTOR INC"
"581",1312004,7932,1,2004,1,31,"31.01.2004",7932,"31.01.2004",2004,2003,3,"INDL","C","D","STD","USD","2003Q4","2003Q3",61.959,101.935,1.16,13.204,4.382,20.143,61.852,81.995,3.234,14.827,55.045,19.94,0,1.1,2.904,0,"I",0,0,3.66,"2004Q1",7932,72418,"NORSTAN INC"
"582",9302004,7938,1,2004,9,30,"30.09.2004",7938,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",904.6,1909.6,32.2,8.214,85.7,383.4,628.2,1265.5,28,399.2,668,644.1,NA,0,41.1,0,"A",0.4525,0.4525,86.15,"2004Q1",7938,789933,"NACCO INDUSTRIES INC"
"583",3312005,7970,1,2005,3,31,"31.03.2005",7970,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",1978.129,12078.986,312.451,129.367,351.157,4279.296,1952.299,9791.409,-49.569,5954.271,2232.964,2287.577,1446.419,0,166.82,0,"A",0.1625,0.1625,19.27,"2004Q1",7970,72741,"NORTHEAST UTILITIES SYSTEM"
"584",8312007,8017,1,2007,8,31,"31.08.2007",8017,"31.08.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q3","2007Q2",273.309,298.145,1.005,18.377,1.904,54.8,86.427,145.078,3.72,4.874,185.369,150.927,3.851,2.593,2.316,0,"I",0,0,9.28,"2004Q1",8017,718074,"NU HORIZONS ELECTRONICS CORP"
"585",3312006,8060,1,2006,3,31,"31.03.2006",8060,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",NA,256.509,161.864,34.856,NA,42.455,NA,166.754,0.798,6.689,17.146,84.941,22.819,0,0.623,0,"A",0,0,2.17,"2004Q1",8060,1094019,"NEWTEK BUSINESS SERVICES INC"
"586",6302006,8060,1,2006,6,30,"30.06.2006",8060,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",NA,243.53,150.348,34.728,NA,35.999,NA,155.877,2.547,5.874,19.426,82.924,21.691,0,1.392,NA,"A",0,0,1.67,"2004Q1",8060,1094019,"NEWTEK BUSINESS SERVICES INC"
"587",9302005,8060,1,2005,9,30,"30.09.2005",8060,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",NA,243.255,150.53,34.534,NA,43.921,NA,159.429,3.387,3.768,19.985,78.771,17.759,0.75,2.424,0,"A",0,0,2.12,"2004Q1",8060,1094019,"NEWTEK BUSINESS SERVICES INC"
"588",12312006,8060,1,2006,12,31,"31.12.2006",8060,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",NA,240.737,149.401,35.447,NA,27.042,NA,149.072,9.993,4.458,26.419,87.069,24.428,0.5,2.771,0.054,"A",0,0,1.99,"2004Q1",8060,1094019,"NEWTEK BUSINESS SERVICES INC"
"589",3312004,8073,1,2004,3,31,"31.03.2004",8073,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",10.231,18.756,0.063,5.27,5.1,5.925,7.192,13.323,-0.067,7.515,3.438,5.433,0.206,0,0.06,0,"A",0,0,1.68,"2004Q1",8073,350737,"OCEAN BIO CHEM INC"
"590",12312005,8073,1,2005,12,31,"31.12.2005",8073,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",9.003,16.903,0.205,5.841,4.581,5.951,6.289,12.24,-0.415,7.311,4.016,4.663,0,0,0.736,0,"A",0,0,1.0127,"2004Q1",8073,350737,"OCEAN BIO CHEM INC"
"591",3312005,8087,1,2005,3,31,"31.03.2005",8087,"31.03.2005",2005,2004,4,"INDL","C","D","STD","USD","2005Q1","2004Q4",15.827,46.656,0.046,27.09,4.953,10.315,13.63,25.78,0.196,1.103,11.482,20.876,0,0,0.67,17.543,"A",0,0,2.44,"2004Q1",8087,350868,"ITERIS HOLDINGS  INC"
"592",6302005,8087,1,2005,6,30,"30.06.2005",8087,"30.06.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q2","2005Q1",16.633,47.387,0,27.19,6,10.34,14.734,26.82,-0.119,1.153,12.079,20.567,0,0,0.212,0,"A",0,0,2.64,"2004Q1",8087,350868,"ITERIS HOLDINGS  INC"
"593",9302005,8087,1,2005,9,30,"30.09.2005",8087,"30.09.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q3","2005Q2",15.302,46.043,0,27.266,5.089,10.392,13.301,25.307,0.143,1.154,12.715,20.736,0,0,0.386,0,"A",0,0,2.69,"2004Q1",8087,350868,"ITERIS HOLDINGS  INC"
"594",12312004,8087,1,2004,12,31,"31.12.2004",8087,"31.12.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q4","2004Q3",15.838,47.235,0.017,27.085,1.75,13.296,9.82,23.923,-11.113,1.041,11.714,23.312,0,0,0.425,0,"A",0,0,3.45,"2004Q1",8087,350868,"ITERIS HOLDINGS  INC"
"595",6302005,8092,1,2005,6,30,"30.06.2005",8092,"30.06.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q2","2005Q1",416.095,1136.469,106.222,23.342,6.476,255.008,158.997,640.411,24.76,614.966,180.937,491.777,69.639,0,30.13,0,"A",0,0,32.84,"2004Q1",8092,73887,"OFFSHORE LOGISTICS INC"
"596",9302005,8092,1,2005,9,30,"30.09.2005",8092,"30.09.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q3","2005Q2",420.686,1164.081,94.275,23.342,6.497,258.79,171.998,656.711,34.789,632.713,194.405,503.125,71.203,0,57.5,0,"A",0,0,37,"2004Q1",8092,73887,"OFFSHORE LOGISTICS INC"
"597",12312005,8092,1,2005,12,31,"31.12.2005",8092,"31.12.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q4","2005Q3",458.793,1173.309,129.053,23.346,4.548,258.089,174.5,660.533,28.759,602.561,192.267,508.59,67.501,0,102.307,0,"A",0,0,29.2,"2004Q1",8092,73887,"OFFSHORE LOGISTICS INC"
"598",6302005,8095,1,2005,6,30,"30.06.2005",8095,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",143.165,574.281,2.619,3.597,31.56,264.188,90.699,470.105,12.309,418.529,98.867,104.176,5.91,0,8.619,0,"I",0,0,12.7,"2004Q1",8095,1129981,"OGLEBAY NORTON CO /OHIO/"
"599",12312004,8095,1,2004,12,31,"31.12.2004",8095,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",229.556,679.784,17.694,3.165,342.166,11.027,440.987,569.774,11.672,439.267,113.248,110.01,5.91,0,23.899,0,"I",0,0,0.14,"2004Q1",8095,1129981,"OGLEBAY NORTON CO /OHIO/"
"600",12312005,8109,1,2005,12,31,"31.12.2005",8109,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",52.369,71.143,4.37,2.012,16.612,7.724,35.647,62.985,2.02,15.881,26.221,7.067,0.077,0,1.497,0,"I",0,0,10.01,"2004Q1",8109,74058,"OILGEAR CO"
"601",1312004,8150,1,2004,1,31,"31.01.2004",8150,"31.01.2004",2004,2003,4,"INDL","C","D","STD","USD","2003Q4","2003Q4",215.041,441.501,9.886,16.734,230.868,0,304.792,418.901,-12.27,73.675,122.093,22.6,9.823,0,5.123,0,"I",0,0,5.35,"2004Q1",8150,74585,"ONEIDA LTD"
"602",1312005,8150,1,2005,1,31,"31.01.2005",8150,"31.01.2005",2005,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",167.428,328.812,2.064,46.632,12.149,204.344,79.94,332.431,-10.088,23.149,102.689,-3.619,9.087,0,3.623,0,"I",0,0,2.6,"2004Q1",8150,74585,"ONEIDA LTD"
